,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
1587,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,28,1991,26.6,3,9,7,77.8,0.34,0.26,0.33,0.43,7.7,0,0,0,2.3,2.3,0.25,+0.7,+0.7,Matches
1588,Rolando Mandragora,it ITA,MF,Udinese,it Serie A,23,1997,4.4,0,9,4,44.4,2.04,0.90,0.00,0.00,22.0,1,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
1589,Rolando Mandragora,it ITA,MF,Torino,it Serie A,23,1997,16.9,3,27,8,29.6,1.59,0.47,0.11,0.38,19.8,1,0,0,2.1,2.1,0.08,+0.9,+0.9,Matches
1590,Mario Mandžukić,hr CRO,FW,Milan,it Serie A,34,1986,2.4,0,5,3,60.0,2.12,1.27,0.00,0.00,9.2,0,0,0,0.8,0.8,0.17,-0.8,-0.8,Matches
1591,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,28,1992,31.2,11,93,35,37.6,2.98,1.12,0.12,0.31,12.8,0,0,0,15.2,15.2,0.16,-4.2,-4.2,Matches
1592,Niccolò Manfredini,it ITA,GK,Benevento,it Serie A,32,1988,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1593,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,29,1991,3.6,0,2,0,0.0,0.56,0.00,0.00,,7.0,0,0,0,0.5,0.5,0.26,-0.5,-0.5,Matches
1594,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,22,1998,23.4,1,26,8,30.8,1.11,0.34,0.04,0.13,20.7,0,0,0,1.4,1.4,0.05,-0.4,-0.4,Matches
1595,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,33,1987,29.9,3,23,5,21.7,0.77,0.17,0.00,0.00,25.3,4,3,3,3.3,1.0,0.05,-0.3,-1.0,Matches
1596,Vito Mannone,it ITA,GK,Monaco,fr Ligue 1,32,1988,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1597,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,29,1991,25.5,0,8,3,37.5,0.31,0.12,0.00,0.00,11.1,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Matches
1598,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,26,1994,9.2,0,1,0,0.0,0.11,0.00,0.00,,22.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1599,Juan Manuel Ramos,uy URU,DF,Spezia,it Serie A,23,1996,3.3,0,1,0,0.0,0.31,0.00,0.00,,28.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1600,Myziane Maolida,fr FRA,FWMF,Nice,fr Ligue 1,21,1999,12.0,3,19,4,21.1,1.59,0.33,0.16,0.75,16.5,0,0,0,2.8,2.8,0.15,+0.2,+0.2,Matches
1601,Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,22,1998,13.0,0,27,8,29.6,2.08,0.62,0.00,0.00,25.3,5,0,0,0.8,0.8,0.03,-0.8,-0.8,Matches
1602,Sekou Mara,fr FRA,FW,Bordeaux,fr Ligue 1,18,2002,2.5,1,4,4,100.0,1.57,1.57,0.25,0.25,15.5,0,0,0,0.5,0.5,0.12,+0.5,+0.5,Matches
1603,Maranhão,br BRA,FW,Valladolid,es La Liga,23,1996,13.1,4,31,12,38.7,2.37,0.92,0.13,0.33,13.6,0,0,0,3.8,3.8,0.12,+0.2,+0.2,Matches
1604,Fernando Marçal,br BRA,DF,Wolves,eng Premier League,31,1989,6.9,0,2,0,0.0,0.29,0.00,0.00,,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1605,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,31,1989,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1606,Marcelo,br BRA,DF,Real Madrid,es La Liga,32,1988,11.7,0,12,0,0.0,1.03,0.00,0.00,,20.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1607,Marcelo,br BRA,DF,Lyon,fr Ligue 1,33,1987,32.3,3,23,7,30.4,0.71,0.22,0.13,0.43,11.7,1,0,0,1.3,1.3,0.06,+1.7,+1.7,Matches
1608,Solly March,eng ENG,DF,Brighton,eng Premier League,26,1994,18.6,2,22,4,18.2,1.18,0.22,0.09,0.50,17.3,1,0,0,1.7,1.7,0.08,+0.3,+0.3,Matches
1609,Federico Marchetti,it ITA,GK,Genoa,it Serie A,37,1983,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1610,Riccardo Marchizza,it ITA,DF,Spezia,it Serie A,22,1998,17.3,0,7,0,0.0,0.40,0.00,0.00,,17.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
1611,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,28,1992,33.5,0,24,5,20.8,0.72,0.15,0.00,0.00,12.1,0,0,0,1.6,1.6,0.07,-1.6,-1.6,Matches
1612,Iván Marcone,ar ARG,MF,Elche,es La Liga,30,1990,29.4,0,2,0,0.0,0.07,0.00,0.00,,16.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1613,Óscar de Marcos,es ESP,DFMF,Athletic Club,es La Liga,31,1989,16.9,1,6,5,83.3,0.36,0.30,0.17,0.20,11.3,0,0,0,1.3,1.3,0.21,-0.3,-0.3,Matches
1614,Dario Maresic,at AUT,DF,Reims,fr Ligue 1,20,1999,5.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1615,José Mari,es ESP,MF,Cádiz,es La Liga,32,1987,16.1,1,16,3,18.8,0.99,0.19,0.00,0.00,26.7,0,1,1,1.2,0.4,0.02,-0.2,-0.4,Matches
1616,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,26,1993,10.0,0,2,0,0.0,0.20,0.00,0.00,,21.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1617,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,25,1995,19.6,0,15,5,33.3,0.76,0.25,0.00,0.00,11.3,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
1618,Mariano,do DOM,FW,Real Madrid,es La Liga,26,1993,5.7,1,15,3,20.0,2.63,0.53,0.07,0.33,16.3,0,0,0,1.5,1.5,0.10,-0.5,-0.5,Matches
1619,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,28,1991,15.9,0,10,1,10.0,0.63,0.06,0.00,0.00,21.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
1620,Adrián Marín,es ESP,DFMF,Alavés,es La Liga,23,1997,1.0,0,1,0,0.0,0.97,0.00,0.00,,21.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1621,Adrián Marín,es ESP,DFFW,Granada,es La Liga,23,1997,3.0,0,1,0,0.0,0.33,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
1622,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,24,1996,32.9,3,28,10,35.7,0.85,0.30,0.11,0.30,23.0,1,0,0,1.5,1.5,0.06,+1.5,+1.5,Matches
1623,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,26,1994,23.2,5,14,6,42.9,0.60,0.26,0.36,0.83,9.5,0,0,0,2.2,2.2,0.16,+2.8,+2.8,Matches
1624,Marlon,br BRA,DF,Sassuolo,it Serie A,24,1995,19.4,0,5,2,40.0,0.26,0.10,0.00,0.00,8.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
1625,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,21,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1626,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,26,1994,23.6,3,15,8,53.3,0.63,0.34,0.20,0.38,8.3,0,0,0,1.5,1.5,0.10,+1.5,+1.5,Matches
1627,Luca Marrone,it ITA,DF,Crotone,it Serie A,30,1990,17.6,0,4,2,50.0,0.23,0.11,0.00,0.00,7.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1628,Roger Martí,es ESP,FW,Levante,es La Liga,29,1991,24.4,12,43,19,44.2,1.76,0.78,0.23,0.53,14.5,0,2,4,9.3,6.3,0.15,+2.7,+3.7,Matches
1629,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,24,1995,16.4,4,43,21,48.8,2.61,1.28,0.09,0.19,14.1,0,0,0,6.5,6.5,0.15,-2.5,-2.5,Matches
1630,Aarón Martín,es ESP,DF,Celta Vigo,es La Liga,23,1997,17.1,0,6,1,16.7,0.35,0.06,0.00,0.00,22.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1631,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,23,1997,2.9,0,1,0,0.0,0.34,0.00,0.00,,23.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1632,Álex Martín,es ESP,DF,Cádiz,es La Liga,22,1998,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1633,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,30,1990,5.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1634,Martinelli,br BRA,FW,Arsenal,eng Premier League,19,2001,6.5,2,20,8,40.0,3.06,1.22,0.10,0.25,13.1,0,0,0,3.4,3.4,0.17,-1.4,-1.4,Matches
1635,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,24,1996,16.5,1,13,5,38.5,0.79,0.30,0.08,0.20,16.9,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
1636,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,27,1992,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1637,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,29,1991,28.0,1,17,7,41.2,0.61,0.25,0.06,0.14,20.3,1,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
1638,Javi Martínez,es ESP,MFFW,Osasuna,es La Liga,20,1999,5.1,1,3,1,33.3,0.59,0.20,0.33,1.00,14.8,0,0,0,0.6,0.6,0.19,+0.4,+0.4,Matches
1639,Javi Martínez,es ESP,DFMF,Bayern Munich,de Bundesliga,31,1988,5.2,0,2,0,0.0,0.39,0.00,0.00,,9.7,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
1640,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,22,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1641,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,22,1997,28.5,17,108,36,33.3,3.80,1.27,0.14,0.42,14.3,0,2,2,15.5,14.0,0.13,+1.5,+1.0,Matches
1642,Pablo Martinez,fr FRA,DF,Nîmes,fr Ligue 1,31,1989,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1643,Gelson Martins,pt POR,MFFW,Monaco,fr Ligue 1,25,1995,17.2,3,26,11,42.3,1.51,0.64,0.12,0.27,15.0,0,0,0,2.7,2.7,0.10,+0.3,+0.3,Matches
1644,Adam Marušić,me MNE,DF,Lazio,it Serie A,27,1992,33.0,2,27,12,44.4,0.82,0.36,0.07,0.17,14.5,0,0,0,2.0,2.0,0.08,0.0,0.0,Matches
1645,Sylvain Marveaux,fr FRA,MFFW,Lorient,fr Ligue 1,34,1986,2.2,0,5,1,20.0,2.25,0.45,0.00,0.00,16.6,0,0,0,0.8,0.8,0.17,-0.8,-0.8,Matches
1646,Marvin,es ESP,DFFW,Real Madrid,es La Liga,20,2000,1.5,0,1,0,0.0,0.68,0.00,0.00,,15.0,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
1647,Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,27,1993,19.6,1,10,3,30.0,0.51,0.15,0.10,0.33,23.9,1,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
1648,Andrea Masiello,it ITA,DF,Genoa,it Serie A,34,1986,28.5,0,5,0,0.0,0.18,0.00,0.00,,16.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
1649,Jordi Masip,es ESP,GK,Valladolid,es La Liga,31,1989,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1650,Roberto Massimo,de GER,DFFW,Stuttgart,de Bundesliga,19,2000,8.4,0,15,4,26.7,1.78,0.48,0.00,0.00,14.8,0,0,0,1.7,1.7,0.11,-1.7,-1.7,Matches
1651,Giuseppe Mastinu,it ITA,FW,Spezia,it Serie A,28,1991,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1652,Arthur Masuaku,cd COD,DFFW,West Ham,eng Premier League,26,1993,11.2,0,6,2,33.3,0.54,0.18,0.00,0.00,21.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1653,Jaime Mata,es ESP,FW,Getafe,es La Liga,31,1988,22.6,5,38,16,42.1,1.68,0.71,0.11,0.25,11.4,0,1,2,6.6,5.1,0.13,-1.6,-1.1,Matches
1654,Juan Mata,es ESP,FWMF,Manchester Utd,eng Premier League,32,1988,5.7,1,4,3,75.0,0.71,0.53,0.00,0.00,20.6,0,1,1,1.1,0.3,0.08,-0.1,-0.3,Matches
1655,Pape Matar Sarr,sn SEN,MF,Metz,fr Ligue 1,17,2002,17.7,3,31,8,25.8,1.75,0.45,0.10,0.38,26.9,1,0,0,1.0,1.0,0.03,+2.0,+2.0,Matches
1656,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,18,2002,3.5,1,3,2,66.7,0.86,0.57,0.33,0.50,9.4,0,0,0,1.3,1.3,0.43,-0.3,-0.3,Matches
1657,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,23,1997,2.5,1,4,2,50.0,1.63,0.81,0.25,0.50,11.9,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
1658,Jean-Philippe Mateta,fr FRA,FW,Mainz 05,de Bundesliga,23,1997,11.1,7,27,13,48.1,2.44,1.17,0.22,0.46,11.9,1,1,1,7.4,6.7,0.25,-0.4,-0.7,Matches
1659,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,31,1988,12.3,0,6,3,50.0,0.49,0.24,0.00,0.00,21.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1660,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,28,1991,7.7,1,5,2,40.0,0.65,0.26,0.20,0.50,6.8,0,0,0,0.6,0.6,0.13,+0.4,+0.4,Matches
1661,Rabbi Matondo,wls WAL,FWMF,Schalke 04,de Bundesliga,19,2000,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1662,Ryder Matos,br BRA,MF,Udinese,it Serie A,27,1993,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1663,Henning Matriciani,de GER,DF,Schalke 04,de Bundesliga,20,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1664,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,18,2002,3.9,0,4,0,0.0,1.02,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1665,Federico Mattiello,it ITA,DF,Spezia,it Serie A,25,1995,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1666,Neal Maupay,fr FRA,FWMF,Brighton,eng Premier League,23,1996,27.9,8,67,22,32.8,2.40,0.79,0.07,0.23,14.2,0,3,4,13.0,9.9,0.15,-5.0,-4.9,Matches
1667,Tony Mauricio,fr FRA,MF,Lens,fr Ligue 1,26,1994,5.6,0,13,2,15.4,2.33,0.36,0.00,0.00,25.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
1668,Stephy Mavididi,eng ENG,FWMF,Montpellier,fr Ligue 1,22,1998,22.6,9,31,17,54.8,1.37,0.75,0.29,0.53,12.8,0,0,0,4.9,4.9,0.16,+4.1,+4.1,Matches
1669,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,22,1997,16.3,0,17,5,29.4,1.05,0.31,0.00,0.00,10.9,0,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches
1670,Eric Maxim Choupo-Moting,cm CMR,FWMF,Bayern Munich,de Bundesliga,31,1989,9.1,3,19,13,68.4,2.09,1.43,0.16,0.23,11.3,0,0,0,3.2,3.2,0.17,-0.2,-0.2,Matches
1671,Borja Mayoral,es ESP,FW,Roma,it Serie A,23,1997,17.2,10,41,16,39.0,2.38,0.93,0.24,0.63,13.9,0,0,0,8.3,8.3,0.20,+1.7,+1.7,Matches
1672,Borja Mayoral,es ESP,FW,Real Madrid,es La Liga,23,1997,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1673,Youssef Maziz,fr FRA,MFFW,Metz,fr Ligue 1,22,1998,2.9,0,6,0,0.0,2.10,0.00,0.00,,21.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
1674,Antonio Mazzotta,it ITA,DF,Crotone,it Serie A,30,1989,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1675,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,25,1995,18.2,0,11,5,45.5,0.60,0.27,0.00,0.00,13.0,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
1676,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,21,1998,26.4,27,98,47,48.0,3.71,1.78,0.21,0.45,15.0,2,6,6,24.6,20.1,0.20,+2.4,+0.9,Matches
1677,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,25,1994,4.8,1,1,1,100.0,0.21,0.21,1.00,1.00,2.0,0,0,0,0.5,0.5,0.55,+0.5,+0.5,Matches
1678,Jean-Manuel Mbom,de GER,MFDF,Werder Bremen,de Bundesliga,20,2000,12.9,0,7,1,14.3,0.54,0.08,0.00,0.00,17.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
1679,Nathanael Mbuku,fr FRA,MFFW,Reims,fr Ligue 1,18,2002,24.6,4,39,18,46.2,1.59,0.73,0.10,0.22,17.7,0,0,0,3.3,3.3,0.09,+0.7,+0.7,Matches
1680,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,32,1987,16.3,0,6,0,0.0,0.37,0.00,0.00,,19.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1681,Oliver McBurnie,sct SCO,FW,Sheffield Utd,eng Premier League,24,1996,14.7,1,30,12,40.0,2.04,0.82,0.03,0.08,11.4,0,0,0,3.1,3.1,0.10,-2.1,-2.1,Matches
1682,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,30,1989,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1683,James McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,29,1990,9.1,0,1,0,0.0,0.11,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1684,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,25,1994,37.0,3,46,11,23.9,1.24,0.30,0.07,0.27,22.1,0,0,0,2.2,2.2,0.05,+0.8,+0.8,Matches
1685,David McGoldrick,ie IRL,FWMF,Sheffield Utd,eng Premier League,32,1987,26.6,8,72,24,33.3,2.70,0.90,0.11,0.33,17.3,1,0,0,6.9,6.9,0.10,+1.1,+1.1,Matches
1686,Weston McKennie,us USA,MF,Juventus,it Serie A,21,1998,18.9,5,29,14,48.3,1.53,0.74,0.17,0.36,10.1,0,0,0,4.2,4.2,0.14,+0.8,+0.8,Matches
1687,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,20,1999,34.1,2,26,9,34.6,0.76,0.26,0.08,0.22,21.9,1,0,0,1.1,1.1,0.04,+0.9,+0.9,Matches
1688,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,23,1996,23.7,4,26,7,26.9,1.10,0.30,0.15,0.57,16.1,0,0,0,2.1,2.1,0.08,+1.9,+1.9,Matches
1689,Gary Medel,cl CHI,DFMF,Bologna,it Serie A,32,1987,5.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1690,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,21,1999,22.3,2,9,4,44.4,0.40,0.18,0.22,0.50,11.5,0,0,0,0.8,0.8,0.09,+1.2,+1.2,Matches
1691,Nathan de Medina,be BEL,DF,Arminia,de Bundesliga,22,1997,7.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1692,Ben Mee,eng ENG,DF,Burnley,eng Premier League,30,1989,29.9,2,22,6,27.3,0.74,0.20,0.09,0.33,9.9,0,0,0,1.6,1.6,0.07,+0.4,+0.4,Matches
1693,Joshua Mees,de GER,FW,Union Berlin,de Bundesliga,24,1996,0.1,0,2,0,0.0,36.00,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1694,Admir Mehmedi,ch SUI,MFFW,Wolfsburg,de Bundesliga,29,1991,9.1,0,8,2,25.0,0.88,0.22,0.00,0.00,13.8,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches
1695,Soualiho Meïté,fr FRA,MF,Torino,it Serie A,26,1994,10.2,1,8,4,50.0,0.78,0.39,0.13,0.25,16.6,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
1696,Soualiho Meïté,fr FRA,MF,Milan,it Serie A,26,1994,6.5,0,7,3,42.9,1.07,0.46,0.00,0.00,22.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
1697,Hannibal Mejbri,tn TUN,MF,Manchester Utd,eng Premier League,17,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1698,Farid El Melali,dz ALG,FWMF,Angers,fr Ligue 1,23,1997,4.6,0,13,5,38.5,2.83,1.09,0.00,0.00,18.3,0,0,0,1.4,1.4,0.11,-1.4,-1.4,Matches
1699,Filippo Melegoni,it ITA,MFDF,Genoa,it Serie A,21,1999,4.3,0,4,1,25.0,0.93,0.23,0.00,0.00,23.4,2,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
1700,Gonzalo Melero,es ESP,MFFW,Levante,es La Liga,26,1994,20.6,7,28,9,32.1,1.36,0.44,0.25,0.78,14.1,0,0,0,3.1,3.1,0.11,+3.9,+3.9,Matches
1701,Birger Meling,no NOR,DF,Nîmes,fr Ligue 1,25,1994,25.9,2,13,6,46.2,0.50,0.23,0.15,0.33,16.0,0,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches
1702,Arthur Melo,br BRA,MF,Juventus,it Serie A,23,1996,12.9,1,3,1,33.3,0.23,0.08,0.33,1.00,23.0,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
1703,Houboulang Mendes,fr FRA,DF,Lorient,fr Ligue 1,22,1998,14.4,0,4,0,0.0,0.28,0.00,0.00,,26.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1704,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,29,1990,18.1,2,8,3,37.5,0.44,0.17,0.25,0.67,14.6,0,0,0,0.9,0.9,0.12,+1.1,+1.1,Matches
1705,Thiago Mendes,br BRA,MF,Lyon,fr Ligue 1,28,1992,24.9,0,22,7,31.8,0.88,0.28,0.00,0.00,21.2,0,0,0,1.6,1.6,0.07,-1.6,-1.6,Matches
1706,Brais Méndez,es ESP,MFFW,Celta Vigo,es La Liga,23,1997,29.7,9,49,21,42.9,1.65,0.71,0.16,0.38,15.8,1,1,1,7.5,6.7,0.14,+1.5,+1.3,Matches
1707,Édgar Méndez,es ESP,MFFW,Alavés,es La Liga,30,1990,23.2,5,34,10,29.4,1.46,0.43,0.15,0.50,16.6,0,0,0,5.4,5.4,0.16,-0.4,-0.4,Matches
1708,Eñaut Mendía,es ESP,FW,Eibar,es La Liga,21,1999,0.7,0,1,0,0.0,1.48,0.00,0.00,,27.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1709,Batista Mendy,fr FRA,MF,Nantes,fr Ligue 1,20,2000,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1710,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,26,1994,10.6,2,6,2,33.3,0.57,0.19,0.33,1.00,16.5,0,0,0,0.4,0.4,0.07,+1.6,+1.6,Matches
1711,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,28,1992,30.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1712,Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,28,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1713,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,25,1995,24.5,1,12,2,16.7,0.49,0.08,0.08,0.50,19.0,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
1714,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,28,1992,16.2,0,4,2,50.0,0.25,0.12,0.00,0.00,26.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1715,Hamza Mendyl,ma MAR,FW,Schalke 04,de Bundesliga,22,1997,1.1,0,2,0,0.0,1.89,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1716,Levent Mercan,de GER,FW,Schalke 04,de Bundesliga,19,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1717,Jorge Meré,es ESP,DF,Köln,de Bundesliga,23,1997,14.4,0,2,0,0.0,0.14,0.00,0.00,,25.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1718,Alex Meret,it ITA,GK,Napoli,it Serie A,23,1997,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1719,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,24,1996,23.9,2,33,8,24.2,1.38,0.33,0.06,0.25,13.6,0,0,0,3.7,3.7,0.11,-1.7,-1.7,Matches
1720,Martín Merquelanz,es ESP,FWMF,Real Sociedad,es La Liga,25,1995,6.1,0,11,4,36.4,1.80,0.66,0.00,0.00,17.9,1,0,0,1.1,1.1,0.10,-1.1,-1.1,Matches
1721,Yıldırım Mert Çetin,tr TUR,DF,Hellas Verona,it Serie A,23,1997,4.6,0,2,0,0.0,0.43,0.00,0.00,,9.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1722,Dries Mertens,be BEL,FWMF,Napoli,it Serie A,33,1987,16.2,9,55,20,36.4,3.39,1.23,0.16,0.45,17.5,6,0,0,5.3,5.3,0.10,+3.7,+3.7,Matches
1723,Roque Mesa,es ESP,MF,Valladolid,es La Liga,31,1989,19.6,1,25,4,16.0,1.28,0.20,0.00,0.00,24.6,2,1,1,1.7,0.9,0.04,-0.7,-0.9,Matches
1724,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,20,2000,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
